0,1,2,3,4
45.0,520.0,360.0,625.0,405.0
45.0,308.0,118.0,784.0,562.0
45.0,939.0,439.0,1016.0,480.0
45.0,346.0,221.0,523.0,457.0
45.0,627.0,398.0,804.0,486.0
46.0,326.0,151.0,606.0,482.0
46.0,640.0,202.0,776.0,250.0
46.0,520.0,360.0,625.0,405.0
46.0,307.0,116.0,788.0,570.0
46.0,617.0,393.0,795.0,492.0
46.0,939.0,439.0,1015.0,479.0
47.0,326.0,151.0,607.0,482.0
47.0,640.0,202.0,776.0,250.0
47.0,520.0,360.0,625.0,405.0
47.0,939.0,439.0,1015.0,480.0
47.0,307.0,115.0,793.0,576.0
47.0,627.0,397.0,804.0,487.0
48.0,640.0,202.0,776.0,250.0
48.0,520.0,360.0,625.0,405.0
48.0,326.0,150.0,607.0,484.0
48.0,309.0,124.0,768.0,546.0
48.0,939.0,439.0,1016.0,480.0
48.0,626.0,397.0,804.0,488.0
49.0,640.0,202.0,776.0,250.0
49.0,520.0,360.0,625.0,405.0
49.0,326.0,150.0,606.0,486.0
49.0,304.0,116.0,784.0,570.0
49.0,618.0,393.0,797.0,493.0
49.0,939.0,439.0,1015.0,479.0
49.0,355.0,219.0,525.0,463.0
50.0,520.0,360.0,625.0,405.0
50.0,640.0,202.0,776.0,250.0
50.0,319.0,152.0,601.0,492.0
50.0,939.0,439.0,1016.0,480.0
50.0,304.0,116.0,797.0,581.0
50.0,617.0,393.0,795.0,492.0
50.0,352.0,218.0,526.0,468.0
51.0,319.0,152.0,601.0,492.0
51.0,640.0,202.0,776.0,250.0
51.0,518.0,360.0,625.0,405.0
51.0,305.0,125.0,766.0,542.0
51.0,617.0,393.0,796.0,492.0
51.0,939.0,439.0,1016.0,480.0
51.0,352.0,219.0,526.0,467.0
52.0,319.0,151.0,602.0,494.0
52.0,640.0,202.0,776.0,250.0
52.0,520.0,360.0,625.0,405.0
52.0,628.0,398.0,804.0,485.0
52.0,346.0,216.0,524.0,469.0
52.0,939.0,439.0,1015.0,480.0
53.0,325.0,153.0,599.0,489.0
53.0,640.0,202.0,776.0,250.0
53.0,520.0,360.0,625.0,405.0
53.0,346.0,217.0,522.0,468.0
53.0,302.0,115.0,800.0,567.0
53.0,627.0,397.0,804.0,487.0
53.0,939.0,439.0,1016.0,480.0
54.0,325.0,153.0,599.0,489.0
54.0,640.0,202.0,776.0,250.0
54.0,520.0,360.0,625.0,405.0
54.0,301.0,116.0,806.0,567.0
54.0,626.0,397.0,805.0,487.0
54.0,351.0,223.0,515.0,459.0
54.0,940.0,439.0,1016.0,480.0
55.0,520.0,360.0,625.0,405.0
55.0,325.0,152.0,600.0,489.0
55.0,640.0,202.0,776.0,250.0
55.0,301.0,116.0,792.0,558.0
55.0,352.0,223.0,515.0,459.0
55.0,940.0,439.0,1016.0,480.0
55.0,627.0,391.0,799.0,497.0
56.0,520.0,360.0,625.0,405.0
56.0,325.0,152.0,601.0,488.0
56.0,640.0,202.0,776.0,250.0
56.0,301.0,116.0,791.0,556.0
56.0,618.0,392.0,795.0,492.0
56.0,940.0,439.0,1015.0,480.0
56.0,355.0,222.0,522.0,461.0
57.0,520.0,360.0,625.0,405.0
57.0,325.0,152.0,602.0,487.0
57.0,640.0,202.0,776.0,250.0
57.0,304.0,124.0,771.0,538.0
57.0,940.0,439.0,1015.0,480.0
57.0,354.0,223.0,515.0,459.0
57.0,626.0,392.0,800.0,497.0
58.0,520.0,360.0,625.0,405.0
58.0,325.0,152.0,601.0,488.0
58.0,640.0,202.0,776.0,250.0
58.0,302.0,115.0,804.0,567.0
58.0,354.0,223.0,514.0,459.0
58.0,938.0,440.0,1015.0,479.0
58.0,618.0,393.0,793.0,492.0
59.0,325.0,152.0,602.0,488.0
59.0,520.0,360.0,625.0,405.0
59.0,640.0,202.0,776.0,250.0
59.0,301.0,117.0,790.0,551.0
59.0,940.0,439.0,1016.0,480.0
59.0,353.0,222.0,523.0,467.0
59.0,627.0,392.0,800.0,497.0
60.0,325.0,152.0,601.0,488.0
60.0,520.0,360.0,625.0,405.0
60.0,640.0,202.0,776.0,250.0
60.0,302.0,115.0,800.0,563.0
60.0,626.0,391.0,800.0,497.0
60.0,353.0,222.0,523.0,467.0
60.0,940.0,439.0,1015.0,480.0
61.0,325.0,152.0,601.0,488.0
61.0,520.0,360.0,625.0,405.0
61.0,640.0,202.0,776.0,250.0
61.0,302.0,115.0,801.0,565.0
61.0,627.0,391.0,801.0,497.0
61.0,353.0,222.0,523.0,466.0
61.0,940.0,439.0,1015.0,480.0
62.0,325.0,152.0,599.0,488.0
62.0,520.0,360.0,625.0,405.0
62.0,640.0,202.0,776.0,250.0
62.0,302.0,115.0,803.0,564.0
62.0,627.0,391.0,802.0,498.0
62.0,353.0,222.0,523.0,466.0
62.0,940.0,439.0,1015.0,480.0
63.0,325.0,152.0,598.0,488.0
63.0,520.0,360.0,625.0,405.0
63.0,640.0,202.0,776.0,250.0
63.0,302.0,115.0,802.0,564.0
63.0,940.0,439.0,1015.0,479.0
63.0,353.0,223.0,523.0,466.0
63.0,627.0,391.0,800.0,498.0
64.0,325.0,152.0,598.0,488.0
64.0,520.0,360.0,625.0,405.0
64.0,640.0,202.0,776.0,250.0
64.0,302.0,115.0,802.0,563.0
64.0,939.0,439.0,1015.0,480.0
64.0,353.0,223.0,523.0,466.0
64.0,626.0,391.0,801.0,498.0
65.0,891.0,254.0,1036.0,293.0
65.0,45.0,407.0,163.0,451.0
65.0,660.0,81.0,1106.0,212.0
66.0,895.0,253.0,1037.0,292.0
66.0,44.0,408.0,160.0,451.0
66.0,660.0,81.0,1106.0,212.0
67.0,887.0,254.0,1036.0,295.0
67.0,36.0,410.0,156.0,453.0
67.0,660.0,81.0,1105.0,212.0
68.0,886.0,253.0,1030.0,292.0
69.0,868.0,247.0,1037.0,300.0
69.0,906.0,258.0,1023.0,288.0
70.0,862.0,247.0,1033.0,300.0
70.0,899.0,256.0,1020.0,290.0
71.0,860.0,247.0,1028.0,300.0
71.0,897.0,257.0,1018.0,289.0
72.0,857.0,247.0,1025.0,300.0
72.0,894.0,256.0,1016.0,287.0
73.0,866.0,252.0,1016.0,291.0
74.0,854.0,253.0,1012.0,294.0
74.0,764.0,447.0,980.0,519.0
75.0,859.0,251.0,1009.0,291.0
75.0,668.0,79.0,1102.0,212.0
76.0,853.0,250.0,1006.0,291.0
76.0,668.0,79.0,1102.0,212.0
77.0,841.0,252.0,998.0,291.0
77.0,66.0,372.0,196.0,420.0
77.0,668.0,79.0,1101.0,212.0
78.0,845.0,250.0,1000.0,290.0
78.0,764.0,452.0,980.0,532.0
78.0,62.0,371.0,192.0,420.0
79.0,825.0,244.0,1006.0,298.0
79.0,762.0,455.0,979.0,534.0
79.0,873.0,255.0,991.0,287.0
80.0,831.0,249.0,995.0,294.0
80.0,762.0,460.0,968.0,534.0
81.0,823.0,248.0,993.0,290.0
81.0,766.0,462.0,976.0,539.0
81.0,47.0,373.0,180.0,421.0
82.0,829.0,249.0,986.0,289.0
82.0,31.0,366.0,187.0,427.0
82.0,766.0,465.0,970.0,538.0
82.0,884.0,252.0,969.0,283.0
83.0,805.0,243.0,995.0,299.0
83.0,848.0,253.0,981.0,284.0
83.0,42.0,372.0,169.0,422.0
83.0,767.0,466.0,965.0,540.0
84.0,807.0,250.0,974.0,291.0
84.0,38.0,371.0,170.0,420.0
85.0,810.0,249.0,974.0,289.0
85.0,787.0,238.0,982.0,305.0
85.0,25.0,365.0,178.0,426.0
85.0,661.0,81.0,1106.0,211.0
86.0,799.0,250.0,966.0,291.0
86.0,662.0,81.0,1105.0,211.0
86.0,16.0,365.0,174.0,427.0
87.0,784.0,243.0,978.0,300.0
87.0,823.0,251.0,961.0,286.0
88.0,779.0,243.0,976.0,301.0
88.0,828.0,252.0,956.0,286.0
89.0,775.0,243.0,972.0,301.0
89.0,820.0,252.0,955.0,286.0
90.0,768.0,243.0,970.0,301.0
90.0,818.0,249.0,959.0,290.0
90.0,663.0,80.0,1105.0,211.0
91.0,760.0,243.0,963.0,302.0
91.0,827.0,252.0,941.0,287.0
92.0,754.0,244.0,960.0,302.0
92.0,814.0,253.0,941.0,290.0
92.0,663.0,80.0,1105.0,211.0
93.0,749.0,244.0,956.0,303.0
93.0,802.0,252.0,937.0,290.0
93.0,664.0,80.0,1105.0,210.0
94.0,747.0,244.0,951.0,304.0
94.0,793.0,252.0,933.0,291.0
94.0,663.0,80.0,1107.0,211.0
95.0,739.0,243.0,949.0,305.0
95.0,807.0,254.0,932.0,292.0
96.0,733.0,244.0,945.0,304.0
96.0,795.0,250.0,935.0,293.0
97.0,724.0,243.0,939.0,305.0
97.0,789.0,250.0,931.0,293.0
97.0,96.0,149.0,715.0,272.0
98.0,718.0,244.0,934.0,305.0
98.0,780.0,254.0,921.0,291.0
98.0,666.0,80.0,1106.0,210.0
99.0,714.0,244.0,931.0,304.0
99.0,788.0,253.0,914.0,294.0
99.0,97.0,148.0,710.0,273.0
99.0,666.0,80.0,1107.0,210.0
100.0,713.0,245.0,925.0,305.0
100.0,783.0,254.0,910.0,292.0
100.0,666.0,80.0,1108.0,210.0
100.0,100.0,150.0,702.0,266.0
101.0,701.0,244.0,923.0,306.0
101.0,764.0,251.0,911.0,296.0
101.0,91.0,148.0,697.0,269.0
101.0,665.0,80.0,1108.0,210.0
102.0,692.0,243.0,916.0,306.0
102.0,767.0,250.0,908.0,293.0
102.0,664.0,80.0,1108.0,210.0
102.0,99.0,150.0,698.0,266.0
103.0,686.0,244.0,912.0,307.0
103.0,755.0,251.0,903.0,296.0
103.0,664.0,80.0,1108.0,210.0
103.0,99.0,151.0,694.0,267.0
104.0,681.0,244.0,906.0,307.0
104.0,741.0,253.0,892.0,294.0
104.0,663.0,80.0,1109.0,210.0
105.0,678.0,245.0,901.0,306.0
105.0,663.0,80.0,1109.0,210.0
105.0,93.0,148.0,688.0,268.0
106.0,675.0,244.0,896.0,307.0
106.0,98.0,151.0,675.0,272.0
106.0,662.0,80.0,1110.0,210.0
107.0,657.0,243.0,891.0,308.0
107.0,737.0,252.0,882.0,296.0
107.0,97.0,151.0,678.0,273.0
107.0,662.0,80.0,1109.0,210.0
108.0,649.0,244.0,886.0,308.0
108.0,728.0,253.0,876.0,296.0
108.0,97.0,151.0,678.0,273.0
108.0,661.0,80.0,1108.0,210.0
109.0,646.0,244.0,879.0,308.0
109.0,721.0,251.0,874.0,297.0
109.0,96.0,152.0,679.0,272.0
109.0,659.0,79.0,1108.0,210.0
110.0,648.0,245.0,876.0,307.0
110.0,712.0,253.0,865.0,296.0
110.0,104.0,153.0,678.0,272.0
111.0,627.0,243.0,869.0,311.0
111.0,712.0,252.0,861.0,298.0
111.0,103.0,153.0,680.0,272.0
112.0,620.0,244.0,861.0,309.0
112.0,706.0,254.0,848.0,300.0
112.0,103.0,153.0,682.0,272.0
113.0,614.0,244.0,855.0,309.0
113.0,696.0,253.0,851.0,298.0
113.0,661.0,79.0,1112.0,210.0
114.0,609.0,245.0,848.0,309.0
114.0,686.0,252.0,844.0,298.0
114.0,661.0,79.0,1112.0,210.0
115.0,594.0,244.0,845.0,312.0
115.0,687.0,253.0,839.0,299.0
115.0,105.0,154.0,697.0,272.0
115.0,661.0,79.0,1114.0,210.0
116.0,585.0,244.0,838.0,312.0
116.0,673.0,253.0,832.0,300.0
116.0,661.0,79.0,1113.0,210.0
117.0,581.0,245.0,830.0,312.0
117.0,673.0,254.0,821.0,299.0
117.0,107.0,155.0,707.0,273.0
117.0,661.0,79.0,1113.0,210.0
118.0,575.0,245.0,825.0,312.0
118.0,662.0,255.0,819.0,298.0
118.0,661.0,79.0,1113.0,210.0
119.0,568.0,248.0,828.0,317.0
119.0,657.0,254.0,815.0,300.0
119.0,662.0,79.0,1114.0,210.0
120.0,563.0,249.0,821.0,317.0
120.0,646.0,254.0,810.0,300.0
120.0,559.0,240.0,702.0,323.0
121.0,546.0,246.0,805.0,314.0
121.0,637.0,253.0,802.0,301.0
121.0,557.0,250.0,642.0,313.0
121.0,665.0,79.0,1114.0,209.0
122.0,536.0,246.0,796.0,315.0
122.0,543.0,241.0,674.0,323.0
122.0,685.0,79.0,1108.0,207.0
122.0,624.0,253.0,794.0,300.0
123.0,532.0,249.0,804.0,318.0
123.0,620.0,255.0,788.0,300.0
123.0,658.0,80.0,1120.0,210.0
124.0,475.0,366.0,648.0,567.0
124.0,325.0,109.0,832.0,457.0
124.0,869.0,184.0,1253.0,236.0
124.0,116.0,103.0,904.0,606.0
125.0,474.0,371.0,647.0,572.0
125.0,329.0,110.0,829.0,460.0
125.0,861.0,189.0,1271.0,242.0
126.0,472.0,377.0,647.0,577.0
126.0,316.0,131.0,856.0,538.0
126.0,860.0,195.0,1267.0,248.0
126.0,352.0,170.0,756.0,374.0
127.0,478.0,374.0,646.0,586.0
127.0,311.0,138.0,853.0,536.0
127.0,861.0,200.0,1260.0,253.0
127.0,356.0,178.0,754.0,378.0
128.0,325.0,135.0,837.0,515.0
128.0,475.0,381.0,645.0,594.0
128.0,854.0,206.0,1249.0,258.0
128.0,347.0,165.0,763.0,393.0
129.0,327.0,142.0,831.0,482.0
129.0,467.0,393.0,641.0,592.0
129.0,839.0,213.0,1248.0,262.0
129.0,345.0,184.0,762.0,377.0
130.0,331.0,145.0,830.0,492.0
130.0,466.0,398.0,638.0,597.0
130.0,850.0,217.0,1223.0,267.0
131.0,462.0,405.0,636.0,603.0
131.0,342.0,147.0,828.0,500.0
131.0,817.0,222.0,1241.0,272.0
132.0,459.0,410.0,635.0,609.0
132.0,334.0,159.0,825.0,510.0
132.0,818.0,226.0,1240.0,279.0
133.0,312.0,137.0,838.0,617.0
133.0,456.0,416.0,629.0,617.0
133.0,838.0,235.0,1236.0,284.0
133.0,855.0,75.0,1140.0,132.0
133.0,344.0,199.0,789.0,474.0
134.0,456.0,417.0,623.0,625.0
134.0,294.0,162.0,832.0,593.0
134.0,832.0,244.0,1241.0,286.0
134.0,853.0,75.0,1133.0,139.0
135.0,840.0,248.0,1233.0,295.0
135.0,450.0,429.0,622.0,627.0
135.0,291.0,151.0,826.0,594.0
135.0,852.0,75.0,1133.0,147.0
136.0,446.0,436.0,616.0,631.0
136.0,311.0,101.0,837.0,631.0
136.0,850.0,75.0,1129.0,154.0
136.0,823.0,253.0,1240.0,305.0
137.0,848.0,76.0,1126.0,164.0
137.0,317.0,166.0,815.0,601.0
137.0,446.0,443.0,613.0,632.0
137.0,817.0,260.0,1229.0,312.0
138.0,855.0,80.0,1123.0,170.0
138.0,309.0,171.0,811.0,598.0
138.0,803.0,267.0,1242.0,320.0
138.0,450.0,450.0,609.0,634.0
138.0,313.0,72.0,1200.0,304.0
139.0,849.0,80.0,1108.0,175.0
139.0,457.0,464.0,599.0,628.0
139.0,791.0,274.0,1229.0,325.0
139.0,314.0,162.0,807.0,604.0
139.0,817.0,71.0,1130.0,245.0
140.0,848.0,85.0,1107.0,185.0
140.0,457.0,474.0,595.0,628.0
140.0,233.0,99.0,828.0,620.0
140.0,813.0,281.0,1214.0,333.0
140.0,350.0,226.0,781.0,553.0
140.0,816.0,77.0,1139.0,269.0
141.0,847.0,88.0,1103.0,189.0
141.0,460.0,478.0,594.0,628.0
141.0,786.0,288.0,1211.0,341.0
141.0,223.0,105.0,818.0,620.0
141.0,356.0,227.0,781.0,555.0
141.0,819.0,76.0,1136.0,271.0
141.0,305.0,78.0,1184.0,329.0
142.0,841.0,87.0,1101.0,197.0
142.0,466.0,484.0,590.0,630.0
142.0,767.0,295.0,1220.0,348.0
142.0,219.0,106.0,810.0,627.0
142.0,350.0,223.0,786.0,557.0
142.0,820.0,77.0,1135.0,267.0
143.0,838.0,94.0,1097.0,204.0
143.0,482.0,491.0,577.0,628.0
143.0,275.0,113.0,808.0,621.0
143.0,802.0,306.0,1213.0,348.0
143.0,818.0,81.0,1125.0,274.0
144.0,835.0,98.0,1095.0,207.0
144.0,486.0,497.0,575.0,630.0
144.0,260.0,109.0,796.0,623.0
144.0,780.0,307.0,1207.0,360.0
144.0,812.0,79.0,1133.0,297.0
145.0,835.0,99.0,1098.0,213.0
145.0,491.0,502.0,577.0,631.0
145.0,277.0,109.0,796.0,626.0
145.0,791.0,313.0,1215.0,366.0
145.0,810.0,84.0,1126.0,295.0
146.0,832.0,92.0,1098.0,219.0
146.0,302.0,112.0,784.0,627.0
146.0,505.0,512.0,570.0,633.0
146.0,790.0,319.0,1201.0,371.0
146.0,791.0,85.0,1131.0,290.0
147.0,827.0,95.0,1092.0,223.0
147.0,302.0,114.0,779.0,624.0
147.0,784.0,323.0,1203.0,376.0
147.0,508.0,520.0,565.0,623.0
148.0,821.0,98.0,1087.0,228.0
148.0,301.0,116.0,769.0,626.0
148.0,776.0,331.0,1190.0,381.0
149.0,817.0,103.0,1085.0,235.0
149.0,323.0,126.0,767.0,624.0
149.0,781.0,334.0,1203.0,383.0
149.0,764.0,76.0,1101.0,335.0
150.0,811.0,111.0,1085.0,250.0
150.0,756.0,336.0,1193.0,388.0
150.0,347.0,133.0,767.0,622.0
150.0,792.0,86.0,1108.0,335.0
151.0,808.0,116.0,1085.0,251.0
151.0,773.0,341.0,1192.0,391.0
151.0,362.0,139.0,761.0,622.0
151.0,792.0,90.0,1108.0,330.0
152.0,806.0,120.0,1085.0,256.0
152.0,359.0,143.0,755.0,624.0
152.0,779.0,348.0,1175.0,390.0
152.0,788.0,91.0,1107.0,333.0
152.0,109.0,111.0,844.0,638.0
153.0,810.0,130.0,1075.0,249.0
153.0,787.0,91.0,1089.0,308.0
153.0,359.0,149.0,755.0,626.0
153.0,766.0,351.0,1176.0,397.0
153.0,108.0,114.0,841.0,636.0
154.0,802.0,122.0,1080.0,266.0
154.0,742.0,353.0,1180.0,406.0
154.0,315.0,131.0,757.0,631.0
154.0,771.0,83.0,1114.0,348.0
155.0,799.0,122.0,1079.0,270.0
155.0,316.0,135.0,753.0,633.0
155.0,765.0,358.0,1182.0,409.0
155.0,767.0,83.0,1112.0,347.0
156.0,799.0,145.0,1073.0,262.0
156.0,774.0,90.0,1091.0,309.0
156.0,748.0,361.0,1170.0,411.0
156.0,356.0,151.0,779.0,642.0
157.0,799.0,151.0,1070.0,265.0
157.0,356.0,154.0,778.0,643.0
157.0,755.0,97.0,1096.0,306.0
157.0,763.0,365.0,1180.0,414.0
158.0,790.0,146.0,1076.0,277.0
158.0,765.0,373.0,1166.0,412.0
158.0,364.0,156.0,774.0,642.0
158.0,462.0,556.0,540.0,640.0
158.0,768.0,88.0,1099.0,352.0
158.0,363.0,149.0,680.0,444.0
159.0,790.0,149.0,1073.0,279.0
159.0,758.0,369.0,1170.0,421.0
159.0,370.0,165.0,771.0,637.0
